0.281433            0.426228            0.834096              1.0139
0.00284938            0.370328             1.02897             1.06702
0.197879             0.72365            0.617577            0.982899
0.499203            0.635133            0.586278              0.9654
2.13496             1.57088            0.695612            0.938975
0.0618189             1.86404             1.29227             1.05955
0.545826            0.334436            0.783882            0.822198
0.58765            0.555555            0.536027            0.994697
2.63987             1.42075             1.15218             1.13992
0.0561773            0.716973             1.04961             1.20462
1.08278             1.64277            0.978468             1.03832
2.70602             1.44607            0.568108            0.928354
0.0787235            0.270088            0.754938            0.992491
1.72094             1.70814            0.966666            0.863499
1.4216            0.839173            0.635816            0.945981
1.30355            0.749017            0.767588            0.660257
1.49178              2.0174             1.33918              1.1855
0.853206            0.664223            0.925794             1.09119
1.12756             0.98369             1.20743             1.04455
0.596653            0.477473             1.09903            0.960521
0.0238057            0.486271             0.58705            0.938146
2.24325             1.37119             1.06014             1.19446
1.76414             1.03107            0.907701             0.88057
0.404466            0.419453            0.813472             1.03709
1.60458            0.904853            0.637474             1.19687
0.769678            0.682155             1.49411             1.18696
1.20853            0.678653            0.977001            0.898748
0.933168            0.549561            0.780356            0.970027
0.727596            0.495954            0.770315            0.836442
0.817883             2.96404             1.13911             1.02064
0.447622            0.585061            0.889397            0.955578
0.12168           0.0941623            0.757636            0.866245
0.469511            0.354509            0.928094             1.10043
1.37595             1.01746            0.881813            0.879603
3.68495             2.08881             1.10239            0.948989
0.560103            0.425777            0.698808            0.977686
3.02195             1.66519            0.907605            0.850004
1.9371              1.2726            0.699004            0.966434
3.17951             1.83602             1.29954             1.08837
0.222692            0.438622            0.492349            0.809487
2.64417             3.18118             1.14018             0.99413
0.983183            0.552328             1.51885             1.16093
1.98455             1.16781            0.987876            0.953035
3.83459             2.54532             1.45582             1.04045
0.362531            0.921198             1.25531             1.13073
0.102065            0.319215            0.939985            0.944135
0.979891             0.94227             1.27798             1.08287
0.300607            0.363217            0.827591            0.999259
3.10362             1.60847            0.853728             1.02531
0.213173            0.235043            0.454669             1.09554
0.349998             1.72506             1.44235            0.979999
