0.699602 0.174689
0.574651 -0.226441
0.799676 -0.425556
0.900442 -0.654232
0.686158 -0.800527
0.679918 -0.838815
0.601158 -0.904517
0.502486 -0.620506
0.474482 -0.605443
0.451238 -0.647046
0.0848712 -0.654646
0.0643592 -0.694562
-0.0333116 -0.62822
-0.211047 -0.802586
-0.869827 -0.893808
-0.40307 -0.504524
-0.028519 -0.213345
-0.0994752 0.00365047
-0.00172607 -0.0838468
0.386448 0.0204306
0.366919 0.0875036
0.255182 0.236717
-0.185459 0.328671
-0.426588 0.11106
-0.67706 0.0400096
-0.964969 -0.138893
-0.796882 0.0567051
-0.749114 0.224563
-0.807366 0.323731
-0.288456 0.574195
0.0644908 0.887749
0.241189 0.483504
0.489605 0.0902839
0.840594 0.253931
